id,name,type,city,subcountry,country
5795,plastic bank,priv,vancourver,,haiti
5796,plastic disclosure project,ngo,hong kong,,china
5797,plastic garbage project,acad,zurich,,switzerland
5798,plastic mining cooperation,priv,amsterdam,,the netherlands
5799,plastic pollution coalition,ngo,berkeley,,united states
5800,plastics industry development center,sci,taichung,,taiwan
5801,plastics sa,priv,midrand,,south africa
5802,plastix,priv,hollywood,,united states
5803,plate center network,priv,santiago,,chile
5804,plateforme kominoter morne,ngo,le morne,,mauritius
5805,platform for fair trade,ngo,nogent-sur-marne,,france
5806,platform on disaster displacement,ngo,geneva,,switzerland
5807,plock,subgov,plock,,poland
5808,plopsaland,priv,de panne,,belgium
5809,pluritec,priv,burolo,,italy
5810,plymouth marine laboratory,sci,plymouth,,united kingdom
5811,plymouth university,acad,plymouth,,united kingdom
5812,png billum export and promotion association,ngo,port moresby,,papua new guinea
5813,png dive center,priv,port moresby,,papua guinea
5814,png fishing industry association,ngo,port moresby,,papua new guinea
5815,png ports corporation,priv,port moresby,,papua new guinea
5816,pohjolan voima oy,priv,helsinki,,finland
5817,point blue,ngo,petaluma,,united states
5818,point carbon,priv,oslo,,norway
5819,poitou charentes,subgov,poitiers,,france
5820,poland,natgov,warsaw,,poland
5821,poland corporate finance,priv,warsaw,,poland
5822,polarstern,priv,solothurn,,switzerland
5823,pole pole foundation,ngo,kyoto,,japan
5824,policy studies organization,ngo,washington dc,,united states
5825,polis network,ngo,brussels,,belgium
5826,polish congress of women,ngo,warsaw,,poland
5827,polish institute,ngo,new delhi,,india
5828,politecnica salesiana university,acad,cuenca,,ecuador
5829,pollen8,priv,london,,united kingdom
5830,pollution control association of liberia,ngo,monrovia,,liberia
5831,pollution probe,ngo,toronto,,canada
5832,polokwane local municipality,subgov,polokwane,,south africa
5833,polos water association,ngo,roatan,,honduras
5834,polyaquaculture research unit university of toliara,acad,toliara,,madagascar
5835,polyflex,priv,douala,,cameroon
5836,polynesian voyaging society,ngo,honolulu,,united states
5837,polytech montpellier,acad,montpellier,,france
5838,polytechnic institute lasalle beauvais,acad,beauvais,,france
5839,polytechnic of bari,acad,bari,,italy
5840,polytechnic university of cartagena,acad,cartagena,,spain
5841,polytechnic university of catalonia,acad,barcelona,,spain
5842,polytechnical university of chimborazo,acad,riobamba,,ecuador
5843,polytechnical university of madrid,acad,madrid,,spain
5844,polytechnics university of ancona,acad,ancona,,italy
5845,pomacanchi,subgov,pomacanchi,,peru
5846,pono pacific,priv,honolulu,,united states
5847,pontifical catholic university of chile,acad,santiago,,chile
5848,pontifical catholic university of ecuador,acad,quito,,ecuador
5849,pontifical catholic university of rio de janeiro,acad,rio de janeiro,,brazil
5850,popplet,priv,new york city,,united states
5851,population and sustainable development alliance,ngo,copenhagen,,denmark
5852,population council,ngo,new york city,,united states
5853,population geography research group,ngo,london,,united kingdom
5854,population reference bureau,ngo,washington dc,,united states
5855,population services international,ngo,washington dc,,united states
5856,"population, health environment ethiopia consortium",ngo,addis ababa,,ethiopia
5857,port authority,priv,durres,,albania
5858,port denarau marina limited,priv,denarau,,fiji
5859,port louis hub,ngo,port louis,,mauritius
5860,port moresby,subgov,port moresby,,papua new guinea
5861,port of antwerp,priv,antwerp,,belgium
5862,port of lulea,priv,lulea,,sweden
5863,port of oxelsund,priv,oxelsund,,sweden
5864,port of raahe,priv,raahe,,finland
5865,portland cement association,ngo,skokie,,united states
5866,portland community college,acad,portland,,united states
5867,portland environment protection association,ngo,port antonio,,jamaica
5868,portland state university,acad,portland,,united states
5869,porto alegro,subgov,porto alegro,,brazil
5870,porto engineering institute,acad,porto-novo,,portugal
5871,ports of cause,ngo,weston,,united states
5872,portshore services,priv,lagos,,nigeria
5873,portugal,natgov,lisbon,,portugal
5874,portugal-croatia chamber of commerce,ngo,lisbon,,portugal
5875,portugese marine litter association,ngo,caprica,,portugal
5876,portuguese air transport,priv,lisbon,,portugal
5877,portuguese association for consumer protection,ngo,lisbon,,portugal
5878,portuguese council for refugees,ngo,lisbon,,portugal
5879,portuguese foundation center,ngo,lisbon,,portugal
5880,portuguese innovation society,priv,porto,,portugal
5881,portuguese lixo marinho association,ngo,setubal,,portugal
5882,portuguese ongd platform,ngo,lisbon,,portugal
5883,posco,priv,pohang,,south korea
5884,posco 1% foundation,ngo,pohang,,south korea
5885,positive change for marine life,ngo,byron bay,,australia
5886,post-conflict research center,ngo,sarajevo,,bosnia and herzegovina
5887,postgraduate researchers interested in sustainability matters,ngo,cheltenham,,united kingdom
5888,potchefstroom universiteit,acad,potchefstroom,,south africa
5889,potsdam institute for climate impact research e.v.,sci,potsdam,,germany
5890,poutasi development trust,ngo,poutasi,,samoa
5891,poveda cultural center,ngo,santo domingo,,dominican republic
5892,poverty and environment in the amazon program,ngo,belem,,brazil
5893,power for all,ngo,san francisco,,united stats
5894,powergen renewable energy,priv,arusha,,tanzania
5895,poyry energy gmbh,priv,vienna,,austria
5896,pr china yellow sea fisheries research institute,sci,qingdao,,china
5897,practical action,ngo,rugby,,united kingdom
5898,practical pm,priv,newburyport,,united states
5899,practical school of high studies,acad,paris,,france
5900,pradan,ngo,uttar pradesh,,india
5901,pradeshik cooperative dairy federation,priv,lucknow,,india
5902,prague institute,priv,prague,,czech republic
5903,praja,ngo,mumbai,,india
5904,prakriti,ngo,gaurikund,,india
5905,pran,priv,dhaka,,bangladesh
5906,prana sustainable water,priv,gland,,switzerland
5907,pratham usa,ngo,houston,,united states
5908,pratt and whitney,priv,east hartford,,united states
5909,pratt institute,acad,new york city,,united states
5910,prayas,ngo,new delhi,,india
5911,prayas energy group,ngo,pune,,india
5912,precious plastics,ngo,eindhoven,,netherlands
5913,precovery labs,priv,washington dc,,united states
5914,preem,priv,stockholm,,sweden
5915,premier oil,priv,london,,united kingdom
5916,premise,priv,san francsico,,united states
5917,prepa tec santa catarina,acad,santa catarina,,mexico
5918,presbyterian church of nigeria,ngo,ogbor hill,,nigeria
5919,prescott college,acad,prescott,,united states
5920,presencia cuidadana,ngo,mexico city,,mexico
5921,presync,ngo,sydney,,australia
5922,pri,ngo,minneapolis,,united states
5923,pricewaterhousecoopers,priv,london,,united kingdom
5924,prima sdn technology innovation. bhd,priv,kuala lumpur,,malaysia
5925,primary health center,ngo,ithari,,nepal
5926,primate society of japan,ngo,kyoto,,japan
5927,primsa,ngo,san salvador,,el salvador
5928,prince albert ii foundation,ngo,monte carlo,,monaco
5929,prince albert ii of monaco foundation,ngo,saint michel,,monaco
5930,prince edward island,subgov,Charlottetown,,canada
5931,prince of songkla university,acad,hat yai,,thailand
5932,princes foundation for building communities,ngo,london,,united kingdom
5933,princes tuna,priv,port louis,,mauritius
5934,princes uk,priv,liverpool,,united kingdom
5935,princeton university,acad,princeton,,united states
5936,"principle power, inc.",priv,emeryville,,united states
5937,principles for responsible management education,un,new york city,,united states
5938,prism,priv,kolkuta,,india
5939,private financing advisory network,ngo,vienna,,austria
5940,private sector,natgov,st. george's,,grenada
5941,"prm energy systems, inc.",priv,rockwell,,united states
5942,pro engiadina bassa,priv,scuol,,switzerland
5943,pro reefs colombia observatory,ngo,milan,,italy
5944,pro-biodiversity conservationists in uganda,ngo,kampala,,uganda
5945,probosque foundation,ngo,guayquil,,ecuador
5946,procesa,priv,mexico city,,mexico
5947,procon doo,priv,podgorica,,montenegro
5948,procter and gamble,priv,cincinnati,,united states
5949,prodelphinus,ngo,lima,,peru
5950,producta marketing,priv,mustair,,switzerland
5951,program amazon bag,ngo,belem,,brazil
5952,program for appropriate technology in health,ngo,seattle,,united states
5953,project 1948,ngo,tulsa,,united states
5954,project amazonas,ngo,loreto,,peru
5955,project aware,ngo,rancho santa margarita,,united states
5956,project c.u.r.e.,ngo,centennial,,united states
5957,project concern international,ngo,san diego,,united states
5958,project everest,ngo,ultimo,,australia
5959,project everyone,ngo,london,,united kingdom
5960,project gaia,ngo,gettysburg,,united states
5961,project healthy children,ngo,westborough,,united states
5962,project kaisei,ngo,san francisco,,united states
5963,project manager tomorrow,priv,julich,,germany
5964,project seahorse,sci,vancouver,,canada
5965,project survival pacific,ngo,suva,,fiji
5966,project tomorrow: culture and solidarity,ngo,rome,,italy
5967,projeto biodiversidade,ngo,santa maria,,cape verde
5968,prokaushali sangsad ltd.,priv,dhaka,,bangladesh
5969,prolansate,ngo,tela,,honduras
5970,prolena,ngo,managua,,nicaragua
5971,prolisok-berdyansk,ngo,berdyansk,,ukraine
5972,promebio,ngo,sidamon,,spain
5973,prometheus energy company,priv,houston,,united states
5974,promont-blanc,ngo,crans-près céligny,,switzerland
5975,promotion of sustainability in postgraduate education and research network,ngo,toyko,,japan
5976,pronaca,priv,quito,,ecuador
5977,proparco,priv,paris,,france
5978,proper strand lopers,ngo,oostende,,belgium
5979,protected areas and wildlife roatan marine park,ngo,roatan,,honduras
5980,protectedseas,ngo,menlo park (ca),,united states
5981,protection and preservation of nautral environment in albania,ngo,tirana,,albania
5982,protection of the arctic marine environment,intergov,akureyri,,iceland
5983,proteus partnership,ngo,cambridge,,united kingdom
5984,proudman oceanographic laboratory,sci,liverpool,,united kingdom
5985,provence - alpes - cote d'azur,subgov,marseille,,france
5986,province of west flanders,subgov,bruges,,belgium
5987,provincial energy,priv,bangkok,,thailand
5988,provincial government of bali,subgov,denpasar,,indonesia
5989,provincial government of bataan,subgov,balanga,,philippines
5990,provincial government of batangas,subgov,batangas city,,philippines
5991,provincial government of chon buri,subgov,chonburi,,thailand
5992,provincial government of kyonggi,subgov,suwon,,south korea
5993,provincial government of sihanoukville,subgov,Sihanoukville,,cambodia
5994,provincial paramedical secondary school,acad,mons,,belgium
5995,psg college of technology & polytechnic college,acad,Coimbatore,,India
5996,pt atina,priv,sukorejo,,indonesia
5997,pt bali seafood international,priv,bali,,indonesia
5998,pt corfina capital,priv,jakarta,,indonesia
5999,pt corfina mitra kreasi,priv,jakarta,,indonesia
6000,pt davestama,priv,jakarta,,indonesia
6001,pt gikoko kogyo,priv,jakarta,,indonesia
6002,pt kuin cerucuk,priv,jakarta,,indonesia
6003,pt oseania global,priv,jakarta,,indonesia
6004,pt pavillion capital,priv,jakarta,,indonesia
6005,pt pertamina (persero),priv,jakarta,,indonesia
6006,pt socentix,priv,jakarta,,indonesia
6007,pt sucofindo sucofindo,priv,jakarta,,indonesia
6008,ptac petroleum technology alliance canada,sci,calgary,,canada
6009,public health organization,ngo,oakland,,united states
6010,public intellectual property resource in agriculture,ngo,davis,,united states
6011,public interest intellectual property advisors,ngo,washington dc,,united states
6012,public library of science,ngo,san francisco,,united states
6013,public services international,ngo,ferney-voltaire,,france
6014,public university of navarre,acad,pamplona,,spain
6015,publish what you fund,ngo,london,,united kingdom
6016,publix super markets,priv,lakeland,,united states
6017,pueblo manta,subgov,manta,,ecuador
6018,puentes de amistad,ngo,lakewood,,united states
6019,puerto cortés,subgov,puerto cortes,,honduras
6020,puerto plata,subgov,puerto plata,,dominican republic
6021,puerto plata development association,ngo,puerto plata,,dominican republic
6022,puget sound restoration fund,ngo,bainbridge island,,united states
6023,pukyoung national university,acad,busan,,south korea
6024,punjab university,acad,lahore,,pakistan
6025,pure earth,ngo,new york city,,united states
6026,pure ionic water,priv,london,,united kingdom
6027,purix - aps,priv,copenhagen,,denmark
6028,purposeful networks,priv,cincinnati,,united states
6029,pusat inovasi lipi,sci,cibinong,,indonesia
6030,pusat pendidikan lingkungan hidup,ngo,denpasar,,indonesia
6031,putri menjangan,ngo,pejarakan,,indonesia
6032,pvblic foundation,ngo,new york city,,united states
6033,qatar,natgov,doha,,qatar
6034,qatar petroleum,priv,doha,,qatar
6035,qcp,priv,gelen,,netherlands
6036,QED Environmental Systems,priv,dexter,,united states
6037,qiagen,priv,hilden,,germany
6038,qinghai provincial commission of tourism development,subgov,xining,,china
6039,qlik,priv,radnor,pennsylvania,united states
6044,québec,subgov,quebec,,canada
6040,quality chemicals,priv,barcelona,,spain
6041,quality tonnes,priv,washington dc,,united states
6042,"quanelle, llc",priv,sugar land,,united states
6043,quaternary research association,ngo,nottingham,,united kingdom
6045,queen mary university of london,acad,london,,united kingdom
6046,queensland,subgov,brisbane,,australia
6047,quest integrated,priv,kent,,united states
6048,quintana roo,subgov,chetumal,,mexico
6049,quito,subgov,quito,,ecuador
6050,quo,priv,opfikon,,switzerland
6051,r20 regions of climate action,ngo,geneva,,switzerland
6052,raahenvoima,priv,raahen,,finland
6053,rabat-salé-zemmour-zaer,subgov,rabat,,morocco
6054,rabobank,priv,utrecht,,netherlands
6055,race for the baltic foundation,ngo,stockholm,,sweden
6056,race for water,ngo,lausanne,,switzerland
6057,radico international group ltd,priv,kyotera,,uganda
6058,radio e televisiun rumantscha,priv,chur,,switzerland
6059,radio sagarmatha 102.4 mzh,priv,kathmandu,,nepal
6060,radioactiv entertainment,priv,pilerne,,india
6061,raed-arab network for environment and development,ngo,cairo,,egypt
6062,raglan chamber of commerce,ngo,raglan,,new zealand
6063,raglan community board,subgov,raglan,,new zealand
6064,rai intertraffic amsterdam,priv,amsterdam,,netherlands
6065,raiffeisen bank,priv,vienna,,austria
6066,rain foundation,ngo,amsterdam,,netherlands
6067,rainbow tours,priv,hounslow,,united kingdom
6068,rainforest alliance,ngo,new york city,,united states
6069,rainforest concern,ngo,bath,,united kingdom
6070,raisa mar | conservation artist,priv,panama city,,panama
6071,rajastan renewable energy corporation ltd,priv,jaipur,,india
6072,raleigh international,ngo,london,,united kingdom
6073,ramakrishna mission lokasiksha parishad,acad,west bengal,,india
6074,ramboll,priv,copenhagen,,denmark
6075,ramon llull university,acad,barcelona,,spain
6076,ran'aa child welfare foundation,ngo,peshwar,,pakistan
6077,rand corporation,priv,santa monica,,united states
6078,rand water,priv,glenvista,,south africa
6079,rangde.org,ngo,bangalore,,india
6080,ranney school,acad,tinton falls,,united states
6081,raptis and sons,priv,brisbane,,australia
6082,rare,ngo,arlington,virginia,united states
6083,rarotonga nita growers association,ngo,rarotonga,,cook islands
6084,ratos,priv,stockholm,,sweden
6085,rayovac,priv,madison,,united states
6086,razonatura,ngo,mexico city,,mexico
6087,rbc consultant co. ltd.,priv,tsuyama,,japan
6088,rbm partnership,ngo,geneva,,switzerland
6089,rce greater dhaka,ngo,dhaka,,bangladesh
6090,rd gus dive center,priv,santo domingo,,dominican republic
6091,rdkonel foundation,ngo,fayetteville,,united states
6092,reaction engineering international,priv,murray,,united states
6093,reading hamlet,ngo,new york city,,united states
6094,real spanish society of chemistry,ngo,madrid,,spain
6095,recinto puerto plata,acad,puerto plata,,dominican republic
6096,reckitt benckiser,priv,hull,,united kingdom
6097,red bull company,priv,fuschl am see,,austria
6098,red cross center of may,ngo,maio,,cape verde
6099,redbiocol,ngo,guapotá,,colombia
6100,redr,ngo,london,,united kingdom
6101,reed elsevier,priv,london,,united kingdom
6102,reeduca,ngo,mexico city,,mexico
6103,reef check,ngo,los angeles,,united states
6104,reef check malaysia,ngo,kuala lumpur,,malaysia
6105,reef conservation society,ngo,pereybere,,mauritius
6106,reef defenders,ngo,hong kong,,china
6107,reef dive resort and tours,priv,mataking,,malaysia
6108,reef guardian sdn bhd,ngo,sandakan,,malaysia
6109,reef life foundation,ngo,salt lake city,,united states
6110,reef-world foundation,ngo,bristol,,england
6111,refin capital limited,priv,hatfield,,united kingdom
6112,reflex environmental association,ngo,gyor,,hungary
6113,refrigepeche,priv,tomasina,,madagascar
6114,refugee children of the world,ngo,nantes,,france
6115,refugee resettlement support program,ngo,sao paulo,,brazil
6116,region bretagne,subgov,rennes,,france
6117,"region västra götaland, sweden",subgov,gothenburg,,sweden
6118,regional activity centre for specially protected areas,un,tunis,,tunisia
6119,regional aids training network for southern and eastern africa,intergov,nairobi,,kenya
6120,regional center for development cooperation,ngo,odisha,,india
6121,regional center for drinking water and sanitation,sci,dakar,,senegal
6122,regional center for environmental documentation and interpretation,ngo,la ceiba,,honduras
6123,regional center for mapping of resources for development,intergov,nairobi,,kenya
6124,regional center for renewable energy and energy efficiency,intergov,cairo,,egypt
6125,regional center for social responsibility,ngo,harare,,zimbabwe
6126,regional center for the fusion of maritime information,sci,antananarivo,,madagascar
6127,regional council of grands ponts,subgov,dabou,,cote d ivoire
6128,regional engineering and agronomy council of parana,ngo,curitiba,,brazil
6129,regional environment center hungary,intergov,szentendre,,hungary
6130,regional environmental center albania,ngo,tirana,,albania
6131,regional environmental center for central and eastern europe,sci,szentendre,,hungary
8375,regional environmental centre for central and eastern europe,sci,szentendre,,hungary
6132,regional environmental centre for central asia,ngo,almaty,,kazakhstan
6133,regional environmental centre for the caucasus,ngo,tbilisi,,georgia
6134,regional institute for environmental technologies,ngo,singapore,,singapore
6135,regional international organism for agricultural health,intergov,san salvador,,el salvador
6136,regional marine pollution emergency response centre for the mediterranean sea,un,valleta,,malta
6137,regional network of mpa's in west africa,un,abidjan,,cote d'ivoire
6138,regional organization for protection of the marine environment,intergov,safat,,kuwait
6139,regional organization for the conservation of the environment of the red sea and gulf of aden,un,jeddah,,saudi arabia
6140,regional science association international,ngo,Angra do Heroísmo,,Portugal
6141,regional tourism organization of southern africa,ngo,midrand,,south africa
6142,regional university center of the atlantic coast,acad,la ceiba,,honduras
6143,regions united,ngo,barcelona,,spain
6144,regulatory assistance project,ngo,montpelier,,united states
6145,reims management school,acad,reims,,france
6146,reiner lemoine institut,priv,berlin,,germany
6147,reith energy and environmental development,priv,yola,,nigeria
6148,rema 1000,ngo,oslo,,norway
6149,remote sensing and photogrammetry society,ngo,nottingham,,united kingdom
6150,ren21 secretariat,ngo,paris,,france
6151,renault,priv,boulogne-billancourt,,france
6152,renault-nissan alliance,priv,amsterdam,,netherlands
6153,renew the earth,ngo,westerlo,,united states
6154,"renewable energies, environment and solidarity group",ngo,aubagne,,france
6155,renewable energy and energy efficiency partnership,ngo,vienna,,austria
6156,renewable energy development center,sci,marrakesh,,morocco
6157,renewable energy development centre,sci,marrakesh,,morocco
6158,renewable nations institute,ngo,northfield,,united states
6159,renewables 100 policy institute,ngo,santa monica,,united states
6160,renmin university of china,acad,beijing,,china
6161,rennes,subgov,rennes,,france
6162,reos partners,priv,sao paulo,,brazil
6163,reproductive health supplies coalition,ngo,brussels,,belgium
6164,republic of congo,natgov,brazzaville,,republic of congo
6165,research and action group for rural self-promotion,ngo,cotonou,,benin
6166,research and education center for development,ngo,yaounde,,cameroon
6167,research center for energy and environment,sci,hanoi,,vietnam
6168,research center in marine sciences and limnology,acad,san pedro,,costa rica
6169,research center of the evangelical study community,sci,heidelburg,,germany
6170,research institute for development,sci,marseille,,france
6171,research institute for humanity and nature,sci,kyoto,,japan
6172,research institute of organic agriculture,sci,frick,,switzerland
6173,reserva playa tortuga,priv,ojochal,,costa rica
6174,reserve bank of fiji,priv,suva,,fiji
6175,reserve bank of vanuatu,priv,port vila,,vanuatu
6176,resource and promotion center for the promotion of community actions,ngo,Pointe-Noire,,congo
6177,resource efficient agricultural production,ngo,Ste-Anne-de-Bellevue,,canada
6178,resource foundation,ngo,new york city,,united states
6179,resources and research for sustainable development,ngo,santiago,,chile
6180,resources for the future,ngo,washington dc,,united states
6181,resources himalaya foundation,ngo,kathmandu,,nepal
6182,response to african youth dynamics,ngo,kampala,,uganda
6183,responsible aquaculture foundation,ngo,portsmouth,,united states
6184,responsible jewellery council,ngo,london,,united kingdom
6185,responsible tourism institute,ngo,santa cruz,,spain
6186,restless development,ngo,new delhi,,india
6187,restore coral,ngo,tulum,,mexico
6188,restore hope,ngo,arlington (tx),,united states
6189,"re-tech solution co., ltd.",priv,sejong city,,south korea
6190,reunion island,subgov,saint denis,,france
6191,reuters,priv,london,,united kingdom
6192,revolutionr,priv,reuil-malmaison,,france
6193,reykjavik university,acad,reykjavik,,iceland
6194,rezidor hotel group,priv,brussels,,belgium
6195,rhône méditerranée corse water agency,subgov,lyon,,france
6196,riaktr,priv,brussels,,belgium
6197,riau,priv,pekanbaru,,indonesia
6198,riau province,subgov,pekanbaru,,indonesia
6199,ricers state,subgov,port harcourt,,nigeria
6200,richard and rhoda goldman fund,ngo,san francisco,,united states
6201,richard watkins and associates,priv,london,,united kingdom
6202,richland college,acad,dallas,,united states
6203,richmond county inshore fishermens association,ngo,west arichat,,canada
6204,riga international school of economics and business administration,acad,riga,,latvia
6205,right to energy,ngo,montreuil,,france
6206,Rina Group,priv,genova,,italy
6207,rio de janeiro,subgov,rio de janeiro,,brazil
6208,rio grande do sul,subgov,porto alegre,,brazil
6209,rio tinto plc,priv,london,,united kingdom
6210,risaralda,subgov,Pereira,,colombia
6211,risavika port,priv,risavika,,norway
6212,ritsumeikan asian pacific university,acad,beppu,,japan
6213,river of flowers,ngo,london,,united kingdom
6214,rivers state,subgov,port harcourt,,nigeria
6215,rivers state community foundation,ngo,port harcourt,,nigeria
6216,rivers state university of science and technology,acad,port harcourt,,nigeria
6217,rivers state youth network forum,ngo,port harcourt,,nigeria
6218,rmc group,priv,egham,,united kingdom
6219,rmit university,acad,melbourne,,australia
6221,roatán marine park,ngo,roatan,,honduras
6220,roatan institute for marine sciences,sci,sandy bay,,honduras
6222,robert schuman institut - eupen,acad,eupen,,belgium
6223,robin paul advisory llp,priv,kuala lumpur,,malaysia
6224,roches noires eco marine,ngo,roches noires,,mauritius
6225,rockefeller foundation,ngo,new york,,united states
6226,rockerfeller philanthropy advisors,ngo,new york city,,united states
6227,rodrigues regional assembly,subgov,port mathurin,,mauritius
6228,rohingya football club,ngo,kuala lumpur,,malaysia
6229,rolls-royce,priv,woodcliff lake,,united states
6230,roman forum,ngo,rome,,italy
6231,romania,natgov,bucharest,,romania
6232,romanian association for consumer protection apc,ngo,bucharest,,romania
6233,romanian mountain forum,ngo,suceava,,romania
6234,rompetrol,priv,amsterdam,,netherlands
6235,roraima,subgov,boa vista,,brazil
6236,roskilde university,acad,roskilde,,denmark
6237,rotary international,ngo,evanston,,united states
6238,rotterdam,subgov,rotterdam,,netherlands
6239,roundtable global,ngo,london,,united kingdom
6240,rovio,priv,espoo,,finland
6241,rowing and boating association of puerto plata,ngo,puerto plata,,dominican republic
6242,royal academy of engineering,ngo,london,,united kingdom
6243,royal academy of science international trust,ngo,new york,,united states
6244,royal astronomical society,ngo,london,,united kingdom
6245,royal bank of canada,priv,montreal,,canada
6246,royal belgian institute of natural sciences,sci,brussels,,belgium
6247,"royal botanic gardens, kew",sci,richmond,,united kingdom
6248,royal caribbean cruises ltd.,priv,miami,,united states
6249,royal danish academy of fine arts,acad,copenhagen,,denmark
6250,royal danish academy of sciences and letters,sci,copenhagen,,denmark
6251,royal dutch kusters engineering,priv,venlo,,netherlands
6252,royal dutch shell,priv,the hague,,netherlands
6253,royal entomological society,ngo,st albans,,united kingdom
6254,royal forest and bird protection society of new zealand,ngo,wellington,,new zealand
6255,royal geographical society,ngo,london,,united kingdom
6256,royal institute of technology,acad,stockholm,,sweden
6257,royal institution of british architects,ngo,london,,united kingdom
6258,royal institution of chartered surveyors,ngo,london,,united kingdom
6259,royal medical society,ngo,edinburg,,united kingdom
6260,royal microscopical society,ngo,oxford,,united states
6261,royal nepal academy of science and technology,sci,patan,,nepal
6262,royal philips electronics,priv,amsterdam,,netherlands
6263,royal society,ngo,sydney,,australia
6264,royal society for the protection of birds,ngo,edinburgh,,united kingdom
6265,royal society of chemistry,ngo,london,,united kingdom
6266,royal society of tropical medicine and hygiene,ngo,london,,united kingdom
6267,royal statistical society,ngo,london,,united kingdom
6268,royal swedish academy of sciences,ngo,stockholm,,sweden
6269,rozalia project,ngo,granville,,united states
6270,rr energy,ngo,Voorthuizen,,Netherlands
6271,rso pt network,ngo,lisbon,,portugal
6272,rt ruptly,priv,berlin,,germany
6273,"ruby canyon engineering, inc.",priv,grand junction,,united states
6274,rugger sports and culture,ngo,bujumbura,,burundi
6275,rupprecht consult,priv,cologne,,germany
6276,rural and environment development society,ngo,anantapur,,india
6277,rural development fund,ngo,bishkek,,kyrgyzstan
6278,rural development institute,ngo,seattle,,united states
6279,rural education and development global,ngo,san francisco,,united states
6280,rural health care foundation uganda,ngo,kampala,,uganda
6281,rural mutual development,ngo,Dhading besi,,nepal
6282,"rural support programmes network, pakistan",ngo,islamabad,,pakistan
6283,rural women development centre,ngo,ghorahi,,nepal
6284,russia,natgov,moscow,,russia
6285,russian academy of sciences,sci,moscow,,russia
6286,russian association of indigenous peoples from the north,ngo,moscow,,russia
6287,russian association of statisticians,ngo,moscow,,russia
6288,russian carbon fund a/s,priv,moscow,,russia
6289,russian research center kurchatov institute,sci,moscow,,russia
6290,russian state university of trade and economics,acad,moscow,,russia
6291,russian-armenian (slavonic) university,acad,yerevan,,armenia
6292,rutgers university,acad,new brunswick,,united states
6293,ruzizi plain,subgov,ruzizi plain,,congo
6294,rwanda,natgov,kigali,,rwanda
6295,rwanda environmental conservation organization,ngo,kigali,,rwana
6296,rwe,priv,esssen,,germany
6297,rwenzori center for research and advocacy,ngo,kasese,,uganda
6298,ryerson university,acad,toronto,,canada
6299,s&p trading,priv,paris,,france
6398,são paulo state,subgov,sao paulo,,brazil
6400,são tomé and príncipe,natgov,sao tome,,sao tomé and principe
6300,sab miller,priv,london,,united kingdom
6301,sabah,subgov,kota kinabalu,,malaysia
6302,sabanci universtity,acad,istanbul,,turkey
6303,"sabang mangrove paddle boat tour guide association, inc.",ngo,puerto princessa,,philippines
6304,sabang sea ferry multi-purpose cooperative,ngo,puerto princessa,,philippines
6305,sabesp,priv,sao paulo,,brazil
6306,sabmiller,priv,london,,united kingdom
6307,sabre holdings,priv,southlake,,united states
6308,sado,subgov,sado,,portugal
6309,sadstia,ngo,cape town,,south africa
6310,safaricom foundation,ngo,nairobi,,kenya
6311,safe citizen international,ngo,hyderabad,,india
6312,safe kids worldwide,ngo,washington dc,,united states
6313,safe minds,ngo,brooklandville,,united states
6314,safetynet technologies,priv,london,,united kingdom
6315,safina center,ngo,setauket,,united states
6316,sage publishing,priv,thousand oaks,,united states
6317,sahara and sahel observatory,intergov,tunis,,tunisia
6318,sahara group,priv,lagos,,nigeria
6319,sahel association of assistance to women and children,ngo,bamako,,mali
6320,sahyogi sewa sansthan,ngo,rajsamand,,india
6321,sail for ethics,ngo,court-saint-étienne,,belgium
6322,sail of hope,ngo,moscow,,russia
6323,sailors for the sea,ngo,newport,,united states
6324,sainsburys,priv,london,,united kingdom
6325,saint elizabeth community development program,ngo,iloilo,,philippines
6326,saint gobain,priv,courbevoie,,france
6327,saint kitts and nevis,natgov,basseterre,,saint kitts and nevis
6328,saint louis,subgov,saint louis,,united states
6329,saint lucia,natgov,castries,,saint lucia
6330,saint monica university,acad,buea,,cameroon
6331,saint vincent and the grenadines,natgov,georgetown,,saint vincent and the grenadines
6332,salacia marine,priv,pembrokhire,,united kingdom
6333,salesforce,priv,san francisco,,united states
6334,Salini impreglio spa,priv,milan,,italy
6335,salmones multiexport s.a.,priv,puerto montt,,chile
6336,salt lake city,subgov,salt lake city,,united states
6337,salta,subgov,salta,,argentina
6338,saltillo,subgov,saltillo,,mexico
6339,salty girl seafood,priv,santa barbara,,united states
6340,salvanatura: ecological foundation of el salvador,ngo,san salvador,,el salvador
6341,sam roy yod natural conservation group,ngo,sam roy yod,,thailand
6342,samana,subgov,saman,,dominican republic
6343,samata foundation,ngo,patan,,nepal
6344,sambodhi research and communication,priv,new delhi,,india
6345,sameone ocean art co ltd.,priv,shenzhen,,china
6346,samerth charitable trust,ngo,ahmedabad,,india
6347,samnaun,subgov,samnaun,,switzerland
6348,samoa,natgov,apia,,samoa
6349,samoa arts council,ngo,apia,,samoa
6350,samoa chamber of commerce,ngo,apia,,samoa
6351,samoa conservation society,natgov,apia,,samoa
6352,samoa electric power corporation,priv,sogi,,samoa
6353,samoa farmers association,ngo,apia,,samoa
6354,samoa hotel association,ngo,apia,,samoa
6355,samoa national youth council,ngo,apia,,samoa
