id,name,type,city_name,subcountry_name,country_name,site
6127,Regional Council Of Grands Ponts,Subgov,Dabou,,Cote D Ivoire,"Dabou, , Cote D Ivoire"
6128,Regional Engineering And Agronomy Council Of Parana,Ngo,Curitiba,,Brazil,"Curitiba, , Brazil"
6129,Regional Environment Center Hungary,Intergov,Szentendre,,Hungary,"Szentendre, , Hungary"
6130,Regional Environmental Center Albania,Ngo,Tirana,,Albania,"Tirana, , Albania"
6131,Regional Environmental Center For Central And Eastern Europe,Sci,Szentendre,,Hungary,"Szentendre, , Hungary"
6132,Regional Environmental Centre For Central Asia,Ngo,Almaty,,Kazakhstan,"Almaty, , Kazakhstan"
6133,Regional Environmental Centre For The Caucasus,Ngo,Tbilisi,,Georgia,"Tbilisi, , Georgia"
6134,Regional Institute For Environmental Technologies,Ngo,Singapore,,Singapore,"Singapore, , Singapore"
6135,Regional International Organism For Agricultural Health,Intergov,San Salvador,,El Salvador,"San Salvador, , El Salvador"
6136,Regional Marine Pollution Emergency Response Centre For The Mediterranean Sea,Un,Valleta,,Malta,"Valleta, , Malta"
6137,Regional Network Of Mpa'S In West Africa,Un,Abidjan,,Cote D'Ivoire,"Abidjan, , Cote D'Ivoire"
6138,Regional Organization For Protection Of The Marine Environment,Intergov,Safat,,Kuwait,"Safat, , Kuwait"
6139,Regional Organization For The Conservation Of The Environment Of The Red Sea And Gulf Of Aden,Un,Jeddah,,Saudi Arabia,"Jeddah, , Saudi Arabia"
6140,Regional Science Association International,Ngo,Angra Do Heroísmo,,Portugal,"Angra Do Heroísmo, , Portugal"
6141,Regional Tourism Organization Of Southern Africa,Ngo,Midrand,,South Africa,"Midrand, , South Africa"
6142,Regional University Center Of The Atlantic Coast,Acad,La Ceiba,,Honduras,"La Ceiba, , Honduras"
6143,Regions United,Ngo,Barcelona,,Spain,"Barcelona, , Spain"
6144,Regulatory Assistance Project,Ngo,Montpelier,,United States,"Montpelier, , United States"
6145,Reims Management School,Acad,Reims,,France,"Reims, , France"
6146,Reiner Lemoine Institut,Priv,Berlin,,Germany,"Berlin, , Germany"
6147,Reith Energy And Environmental Development,Priv,Yola,,Nigeria,"Yola, , Nigeria"
6148,Rema 1000,Ngo,Oslo,,Norway,"Oslo, , Norway"
6149,Remote Sensing And Photogrammetry Society,Ngo,Nottingham,,United Kingdom,"Nottingham, , United Kingdom"
6150,Ren21 Secretariat,Ngo,Paris,,France,"Paris, , France"
6151,Renault,Priv,Boulogne-Billancourt,,France,"Boulogne-Billancourt, , France"
6152,Renault-Nissan Alliance,Priv,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
6153,Renew The Earth,Ngo,Westerlo,,United States,"Westerlo, , United States"
6154,"Renewable Energies, Environment And Solidarity Group",Ngo,Aubagne,,France,"Aubagne, , France"
6155,Renewable Energy And Energy Efficiency Partnership,Ngo,Vienna,,Austria,"Vienna, , Austria"
6156,Renewable Energy Development Center,Sci,Marrakesh,,Morocco,"Marrakesh, , Morocco"
6157,Renewable Energy Development Centre,Sci,Marrakesh,,Morocco,"Marrakesh, , Morocco"
6158,Renewable Nations Institute,Ngo,Northfield,,United States,"Northfield, , United States"
6159,Renewables 100 Policy Institute,Ngo,Santa Monica,,United States,"Santa Monica, , United States"
6160,Renmin University Of China,Acad,Beijing,,China,"Beijing, , China"
6161,Rennes,Subgov,Rennes,,France,"Rennes, , France"
6162,Reos Partners,Priv,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
6163,Reproductive Health Supplies Coalition,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
6164,Republic Of Congo,Natgov,Brazzaville,,Republic Of Congo,"Brazzaville, , Republic Of Congo"
6165,Research And Action Group For Rural Self-Promotion,Ngo,Cotonou,,Benin,"Cotonou, , Benin"
6166,Research And Education Center For Development,Ngo,Yaounde,,Cameroon,"Yaounde, , Cameroon"
6167,Research Center For Energy And Environment,Sci,Hanoi,,Vietnam,"Hanoi, , Vietnam"
6168,Research Center In Marine Sciences And Limnology,Acad,San Pedro,,Costa Rica,"San Pedro, , Costa Rica"
6169,Research Center Of The Evangelical Study Community,Sci,Heidelburg,,Germany,"Heidelburg, , Germany"
6170,Research Institute For Development,Sci,Marseille,,France,"Marseille, , France"
6171,Research Institute For Humanity And Nature,Sci,Kyoto,,Japan,"Kyoto, , Japan"
6172,Research Institute Of Organic Agriculture,Sci,Frick,,Switzerland,"Frick, , Switzerland"
6173,Reserva Playa Tortuga,Priv,Ojochal,,Costa Rica,"Ojochal, , Costa Rica"
6174,Reserve Bank Of Fiji,Priv,Suva,,Fiji,"Suva, , Fiji"
6175,Reserve Bank Of Vanuatu,Priv,Port Vila,,Vanuatu,"Port Vila, , Vanuatu"
6176,Resource And Promotion Center For The Promotion Of Community Actions,Ngo,Pointe-Noire,,Congo,"Pointe-Noire, , Congo"
6177,Resource Efficient Agricultural Production,Ngo,Ste-Anne-De-Bellevue,,Canada,"Ste-Anne-De-Bellevue, , Canada"
6178,Resource Foundation,Ngo,New York City,,United States,"New York City, , United States"
6179,Resources And Research For Sustainable Development,Ngo,Santiago,,Chile,"Santiago, , Chile"
6180,Resources For The Future,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
6181,Resources Himalaya Foundation,Ngo,Kathmandu,,Nepal,"Kathmandu, , Nepal"
6182,Response To African Youth Dynamics,Ngo,Kampala,,Uganda,"Kampala, , Uganda"
6183,Responsible Aquaculture Foundation,Ngo,Portsmouth,,United States,"Portsmouth, , United States"
6184,Responsible Jewellery Council,Ngo,London,,United Kingdom,"London, , United Kingdom"
6185,Responsible Tourism Institute,Ngo,Santa Cruz,,Spain,"Santa Cruz, , Spain"
6186,Restless Development,Ngo,New Delhi,,India,"New Delhi, , India"
6187,Restore Coral,Ngo,Tulum,,Mexico,"Tulum, , Mexico"
6188,Restore Hope,Ngo,Arlington (Tx),,United States,"Arlington (Tx), , United States"
6189,"Re-Tech Solution Co., Ltd.",Priv,Sejong City,,South Korea,"Sejong City, , South Korea"
6190,Reunion Island,Subgov,Saint Denis,,France,"Saint Denis, , France"
6191,Reuters,Priv,London,,United Kingdom,"London, , United Kingdom"
6192,Revolutionr,Priv,Reuil-Malmaison,,France,"Reuil-Malmaison, , France"
6193,Reykjavik University,Acad,Reykjavik,,Iceland,"Reykjavik, , Iceland"
6194,Rezidor Hotel Group,Priv,Brussels,,Belgium,"Brussels, , Belgium"
6195,Rhône Méditerranée Corse Water Agency,Subgov,Lyon,,France,"Lyon, , France"
6196,Riaktr,Priv,Brussels,,Belgium,"Brussels, , Belgium"
6197,Riau,Priv,Pekanbaru,,Indonesia,"Pekanbaru, , Indonesia"
6198,Riau Province,Subgov,Pekanbaru,,Indonesia,"Pekanbaru, , Indonesia"
6199,Ricers State,Subgov,Port Harcourt,,Nigeria,"Port Harcourt, , Nigeria"
6200,Richard And Rhoda Goldman Fund,Ngo,San Francisco,,United States,"San Francisco, , United States"
6201,Richard Watkins And Associates,Priv,London,,United Kingdom,"London, , United Kingdom"
6202,Richland College,Acad,Dallas,,United States,"Dallas, , United States"
6203,Richmond County Inshore Fishermens Association,Ngo,West Arichat,,Canada,"West Arichat, , Canada"
6204,Riga International School Of Economics And Business Administration,Acad,Riga,,Latvia,"Riga, , Latvia"
6205,Right To Energy,Ngo,Montreuil,,France,"Montreuil, , France"
6206,Rina Group,Priv,Genova,,Italy,"Genova, , Italy"
6207,Rio De Janeiro,Subgov,Rio De Janeiro,,Brazil,"Rio De Janeiro, , Brazil"
6208,Rio Grande Do Sul,Subgov,Porto Alegre,,Brazil,"Porto Alegre, , Brazil"
6209,Rio Tinto Plc,Priv,London,,United Kingdom,"London, , United Kingdom"
6210,Risaralda,Subgov,Pereira,,Colombia,"Pereira, , Colombia"
6211,Risavika Port,Priv,Risavika,,Norway,"Risavika, , Norway"
6212,Ritsumeikan Asian Pacific University,Acad,Beppu,,Japan,"Beppu, , Japan"
6213,River Of Flowers,Ngo,London,,United Kingdom,"London, , United Kingdom"
6214,Rivers State,Subgov,Port Harcourt,,Nigeria,"Port Harcourt, , Nigeria"
6215,Rivers State Community Foundation,Ngo,Port Harcourt,,Nigeria,"Port Harcourt, , Nigeria"
6216,Rivers State University Of Science And Technology,Acad,Port Harcourt,,Nigeria,"Port Harcourt, , Nigeria"
6217,Rivers State Youth Network Forum,Ngo,Port Harcourt,,Nigeria,"Port Harcourt, , Nigeria"
6218,Rmc Group,Priv,Egham,,United Kingdom,"Egham, , United Kingdom"
6219,Rmit University,Acad,Melbourne,,Australia,"Melbourne, , Australia"
6220,Roatan Institute For Marine Sciences,Sci,Sandy Bay,,Honduras,"Sandy Bay, , Honduras"
6221,Roatán Marine Park,Ngo,Roatan,,Honduras,"Roatan, , Honduras"
6222,Robert Schuman Institut - Eupen,Acad,Eupen,,Belgium,"Eupen, , Belgium"
6223,Robin Paul Advisory Llp,Priv,Kuala Lumpur,,Malaysia,"Kuala Lumpur, , Malaysia"
6224,Roches Noires Eco Marine,Ngo,Roches Noires,,Mauritius,"Roches Noires, , Mauritius"
6225,Rockefeller Foundation,Ngo,New York,,United States,"New York, , United States"
6226,Rockerfeller Philanthropy Advisors,Ngo,New York City,,United States,"New York City, , United States"
6227,Rodrigues Regional Assembly,Subgov,Port Mathurin,,Mauritius,"Port Mathurin, , Mauritius"
6228,Rohingya Football Club,Ngo,Kuala Lumpur,,Malaysia,"Kuala Lumpur, , Malaysia"
6229,Rolls-Royce,Priv,Woodcliff Lake,,United States,"Woodcliff Lake, , United States"
6230,Roman Forum,Ngo,Rome,,Italy,"Rome, , Italy"
6231,Romania,Natgov,Bucharest,,Romania,"Bucharest, , Romania"
6232,Romanian Association For Consumer Protection Apc,Ngo,Bucharest,,Romania,"Bucharest, , Romania"
6233,Romanian Mountain Forum,Ngo,Suceava,,Romania,"Suceava, , Romania"
6234,Rompetrol,Priv,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
6235,Roraima,Subgov,Boa Vista,,Brazil,"Boa Vista, , Brazil"
6236,Roskilde University,Acad,Roskilde,,Denmark,"Roskilde, , Denmark"
6237,Rotary International,Ngo,Evanston,,United States,"Evanston, , United States"
6238,Rotterdam,Subgov,Rotterdam,,Netherlands,"Rotterdam, , Netherlands"
6239,Roundtable Global,Ngo,London,,United Kingdom,"London, , United Kingdom"
6240,Rovio,Priv,Espoo,,Finland,"Espoo, , Finland"
6241,Rowing And Boating Association Of Puerto Plata,Ngo,Puerto Plata,,Dominican Republic,"Puerto Plata, , Dominican Republic"
6242,Royal Academy Of Engineering,Ngo,London,,United Kingdom,"London, , United Kingdom"
6243,Royal Academy Of Science International Trust,Ngo,New York,,United States,"New York, , United States"
6244,Royal Astronomical Society,Ngo,London,,United Kingdom,"London, , United Kingdom"
6245,Royal Bank Of Canada,Priv,Montreal,,Canada,"Montreal, , Canada"
6246,Royal Belgian Institute Of Natural Sciences,Sci,Brussels,,Belgium,"Brussels, , Belgium"
6247,"Royal Botanic Gardens, Kew",Sci,Richmond,,United Kingdom,"Richmond, , United Kingdom"
6248,Royal Caribbean Cruises Ltd.,Priv,Miami,,United States,"Miami, , United States"
6249,Royal Danish Academy Of Fine Arts,Acad,Copenhagen,,Denmark,"Copenhagen, , Denmark"
6250,Royal Danish Academy Of Sciences And Letters,Sci,Copenhagen,,Denmark,"Copenhagen, , Denmark"
6251,Royal Dutch Kusters Engineering,Priv,Venlo,,Netherlands,"Venlo, , Netherlands"
6252,Royal Dutch Shell,Priv,The Hague,,Netherlands,"The Hague, , Netherlands"
6253,Royal Entomological Society,Ngo,St Albans,,United Kingdom,"St Albans, , United Kingdom"
6254,Royal Forest And Bird Protection Society Of New Zealand,Ngo,Wellington,,New Zealand,"Wellington, , New Zealand"
6255,Royal Geographical Society,Ngo,London,,United Kingdom,"London, , United Kingdom"
6256,Royal Institute Of Technology,Acad,Stockholm,,Sweden,"Stockholm, , Sweden"
6257,Royal Institution Of British Architects,Ngo,London,,United Kingdom,"London, , United Kingdom"
6258,Royal Institution Of Chartered Surveyors,Ngo,London,,United Kingdom,"London, , United Kingdom"
6259,Royal Medical Society,Ngo,Edinburg,,United Kingdom,"Edinburg, , United Kingdom"
6260,Royal Microscopical Society,Ngo,Oxford,,United States,"Oxford, , United States"
6261,Royal Nepal Academy Of Science And Technology,Sci,Patan,,Nepal,"Patan, , Nepal"
6262,Royal Philips Electronics,Priv,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
6263,Royal Society,Ngo,Sydney,,Australia,"Sydney, , Australia"
6264,Royal Society For The Protection Of Birds,Ngo,Edinburgh,,United Kingdom,"Edinburgh, , United Kingdom"
6265,Royal Society Of Chemistry,Ngo,London,,United Kingdom,"London, , United Kingdom"
6266,Royal Society Of Tropical Medicine And Hygiene,Ngo,London,,United Kingdom,"London, , United Kingdom"
6267,Royal Statistical Society,Ngo,London,,United Kingdom,"London, , United Kingdom"
6268,Royal Swedish Academy Of Sciences,Ngo,Stockholm,,Sweden,"Stockholm, , Sweden"
6269,Rozalia Project,Ngo,Granville,,United States,"Granville, , United States"
6270,Rr Energy,Ngo,Voorthuizen,,Netherlands,"Voorthuizen, , Netherlands"
6271,Rso Pt Network,Ngo,Lisbon,,Portugal,"Lisbon, , Portugal"
6272,Rt Ruptly,Priv,Berlin,,Germany,"Berlin, , Germany"
6273,"Ruby Canyon Engineering, Inc.",Priv,Grand Junction,,United States,"Grand Junction, , United States"
6274,Rugger Sports And Culture,Ngo,Bujumbura,,Burundi,"Bujumbura, , Burundi"
6275,Rupprecht Consult,Priv,Cologne,,Germany,"Cologne, , Germany"
6276,Rural And Environment Development Society,Ngo,Anantapur,,India,"Anantapur, , India"
6277,Rural Development Fund,Ngo,Bishkek,,Kyrgyzstan,"Bishkek, , Kyrgyzstan"
6278,Rural Development Institute,Ngo,Seattle,,United States,"Seattle, , United States"
6279,Rural Education And Development Global,Ngo,San Francisco,,United States,"San Francisco, , United States"
6280,Rural Health Care Foundation Uganda,Ngo,Kampala,,Uganda,"Kampala, , Uganda"
6281,Rural Mutual Development,Ngo,Dhading Besi,,Nepal,"Dhading Besi, , Nepal"
6282,"Rural Support Programmes Network, Pakistan",Ngo,Islamabad,,Pakistan,"Islamabad, , Pakistan"
6283,Rural Women Development Centre,Ngo,Ghorahi,,Nepal,"Ghorahi, , Nepal"
6284,Russia,Natgov,Moscow,,Russia,"Moscow, , Russia"
6285,Russian Academy Of Sciences,Sci,Moscow,,Russia,"Moscow, , Russia"
6286,Russian Association Of Indigenous Peoples From The North,Ngo,Moscow,,Russia,"Moscow, , Russia"
6287,Russian Association Of Statisticians,Ngo,Moscow,,Russia,"Moscow, , Russia"
6288,Russian Carbon Fund A/S,Priv,Moscow,,Russia,"Moscow, , Russia"
6289,Russian Research Center Kurchatov Institute,Sci,Moscow,,Russia,"Moscow, , Russia"
6290,Russian State University Of Trade And Economics,Acad,Moscow,,Russia,"Moscow, , Russia"
6291,Russian-Armenian (Slavonic) University,Acad,Yerevan,,Armenia,"Yerevan, , Armenia"
6292,Rutgers University,Acad,New Brunswick,,United States,"New Brunswick, , United States"
6293,Ruzizi Plain,Subgov,Ruzizi Plain,,Congo,"Ruzizi Plain, , Congo"
6294,Rwanda,Natgov,Kigali,,Rwanda,"Kigali, , Rwanda"
6295,Rwanda Environmental Conservation Organization,Ngo,Kigali,,Rwana,"Kigali, , Rwana"
6296,Rwe,Priv,Esssen,,Germany,"Esssen, , Germany"
6297,Rwenzori Center For Research And Advocacy,Ngo,Kasese,,Uganda,"Kasese, , Uganda"
6298,Ryerson University,Acad,Toronto,,Canada,"Toronto, , Canada"
6299,S&P Trading,Priv,Paris,,France,"Paris, , France"
6300,Sab Miller,Priv,London,,United Kingdom,"London, , United Kingdom"
6301,Sabah,Subgov,Kota Kinabalu,,Malaysia,"Kota Kinabalu, , Malaysia"
6302,Sabanci Universtity,Acad,Istanbul,,Turkey,"Istanbul, , Turkey"
6303,"Sabang Mangrove Paddle Boat Tour Guide Association, Inc.",Ngo,Puerto Princessa,,Philippines,"Puerto Princessa, , Philippines"
6304,Sabang Sea Ferry Multi-Purpose Cooperative,Ngo,Puerto Princessa,,Philippines,"Puerto Princessa, , Philippines"
6305,Sabesp,Priv,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
6306,Sabmiller,Priv,London,,United Kingdom,"London, , United Kingdom"
6307,Sabre Holdings,Priv,Southlake,,United States,"Southlake, , United States"
6308,Sado,Subgov,Sado,,Portugal,"Sado, , Portugal"
6309,Sadstia,Ngo,Cape Town,,South Africa,"Cape Town, , South Africa"
6310,Safaricom Foundation,Ngo,Nairobi,,Kenya,"Nairobi, , Kenya"
6311,Safe Citizen International,Ngo,Hyderabad,,India,"Hyderabad, , India"
6312,Safe Kids Worldwide,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
6313,Safe Minds,Ngo,Brooklandville,,United States,"Brooklandville, , United States"
6314,Safetynet Technologies,Priv,London,,United Kingdom,"London, , United Kingdom"
6315,Safina Center,Ngo,Setauket,,United States,"Setauket, , United States"
6316,Sage Publishing,Priv,Thousand Oaks,,United States,"Thousand Oaks, , United States"
6317,Sahara And Sahel Observatory,Intergov,Tunis,,Tunisia,"Tunis, , Tunisia"
6318,Sahara Group,Priv,Lagos,,Nigeria,"Lagos, , Nigeria"
6319,Sahel Association Of Assistance To Women And Children,Ngo,Bamako,,Mali,"Bamako, , Mali"
6320,Sahyogi Sewa Sansthan,Ngo,Rajsamand,,India,"Rajsamand, , India"
6321,Sail For Ethics,Ngo,Court-Saint-Étienne,,Belgium,"Court-Saint-Étienne, , Belgium"
6322,Sail Of Hope,Ngo,Moscow,,Russia,"Moscow, , Russia"
6323,Sailors For The Sea,Ngo,Newport,,United States,"Newport, , United States"
6324,Sainsburys,Priv,London,,United Kingdom,"London, , United Kingdom"
6325,Saint Elizabeth Community Development Program,Ngo,Iloilo,,Philippines,"Iloilo, , Philippines"
6326,Saint Gobain,Priv,Courbevoie,,France,"Courbevoie, , France"
6327,Saint Kitts And Nevis,Natgov,Basseterre,,Saint Kitts And Nevis,"Basseterre, , Saint Kitts And Nevis"
6328,Saint Louis,Subgov,Saint Louis,,United States,"Saint Louis, , United States"
6329,Saint Lucia,Natgov,Castries,,Saint Lucia,"Castries, , Saint Lucia"
6330,Saint Monica University,Acad,Buea,,Cameroon,"Buea, , Cameroon"
6331,Saint Vincent And The Grenadines,Natgov,Georgetown,,Saint Vincent And The Grenadines,"Georgetown, , Saint Vincent And The Grenadines"
6332,Salacia Marine,Priv,Pembrokhire,,United Kingdom,"Pembrokhire, , United Kingdom"
6333,Salesforce,Priv,San Francisco,,United States,"San Francisco, , United States"
6334,Salini Impreglio Spa,Priv,Milan,,Italy,"Milan, , Italy"
6335,Salmones Multiexport S.A.,Priv,Puerto Montt,,Chile,"Puerto Montt, , Chile"
6336,Salt Lake City,Subgov,Salt Lake City,,United States,"Salt Lake City, , United States"
6337,Salta,Subgov,Salta,,Argentina,"Salta, , Argentina"
6338,Saltillo,Subgov,Saltillo,,Mexico,"Saltillo, , Mexico"
6339,Salty Girl Seafood,Priv,Santa Barbara,,United States,"Santa Barbara, , United States"
6340,Salvanatura: Ecological Foundation Of El Salvador,Ngo,San Salvador,,El Salvador,"San Salvador, , El Salvador"
6341,Sam Roy Yod Natural Conservation Group,Ngo,Sam Roy Yod,,Thailand,"Sam Roy Yod, , Thailand"
6342,Samana,Subgov,Saman,,Dominican Republic,"Saman, , Dominican Republic"
6343,Samata Foundation,Ngo,Patan,,Nepal,"Patan, , Nepal"
6344,Sambodhi Research And Communication,Priv,New Delhi,,India,"New Delhi, , India"
6345,Sameone Ocean Art Co Ltd.,Priv,Shenzhen,,China,"Shenzhen, , China"
6346,Samerth Charitable Trust,Ngo,Ahmedabad,,India,"Ahmedabad, , India"
6347,Samnaun,Subgov,Samnaun,,Switzerland,"Samnaun, , Switzerland"
6348,Samoa,Natgov,Apia,,Samoa,"Apia, , Samoa"
6349,Samoa Arts Council,Ngo,Apia,,Samoa,"Apia, , Samoa"
6350,Samoa Chamber Of Commerce,Ngo,Apia,,Samoa,"Apia, , Samoa"
6351,Samoa Conservation Society,Natgov,Apia,,Samoa,"Apia, , Samoa"
6352,Samoa Electric Power Corporation,Priv,Sogi,,Samoa,"Sogi, , Samoa"
6353,Samoa Farmers Association,Ngo,Apia,,Samoa,"Apia, , Samoa"
6354,Samoa Hotel Association,Ngo,Apia,,Samoa,"Apia, , Samoa"
6355,Samoa National Youth Council,Ngo,Apia,,Samoa,"Apia, , Samoa"
6356,Samoa Port Authority,Priv,Apia,,Samoa,"Apia, , Samoa"
6357,Samoa Umbrella Of Ngos,Ngo,Vatiele,,Samoa,"Vatiele, , Samoa"
6358,Samoa Voyaging Society,Ngo,Apia,,Samoa,"Apia, , Samoa"
6359,Samsung,Priv,Seoul,,South Korea,"Seoul, , South Korea"
6360,Samuchit,Priv,Pune,,India,"Pune, , India"
6361,Samuels And Son Seafood Co.,Priv,Philadelphia,,United States,"Philadelphia, , United States"
6362,San Carlos Sugar Mill,Priv,Guayaquil,,Ecuador,"Guayaquil, , Ecuador"
6363,San Francisco,Subgov,San Francisco,,United States,"San Francisco, , United States"
6364,San Francisco Bay Restoration Authority,Subgov,San Francisco,,United States,"San Francisco, , United States"
6365,San Francisco Estuary Institute,Ngo,Richmond (Ca),,United States,"Richmond (Ca), , United States"
6366,San Ignacio De Loyola University,Acad,La Molina,,Peru,"La Molina, , Peru"
6367,San Jacinto Commune,Ngo,San Jacinto,,Ecuador,"San Jacinto, , Ecuador"
6368,San Jacinto Young Mangrove Defenders Group,Ngo,San Jacinto,,Ecuador,"San Jacinto, , Ecuador"
6369,San Jon Horse Stable And Saloon,Priv,Scoul,,Switzerland,"Scoul, , Switzerland"
6370,San Jose,Subgov,San Jose,,United States,"San Jose, , United States"
6371,San Marino,Natgov,San Marino,,San Marino,"San Marino, , San Marino"
6372,San Patrignano Foundation,Ngo,Rimini,,Italy,"Rimini, , Italy"
6373,San Roque Commune,Ngo,San Roque,,Ecuador,"San Roque, , Ecuador"
6374,Sanasa,Priv,Colombo,,Sri Lanka,"Colombo, , Sri Lanka"
6375,Sanchez,Subgov,Sanchez,,Dominican Republic,"Sanchez, , Dominican Republic"
6376,Sandec/Eawag,Ngo,Dubendorf,,Switzerland,"Dubendorf, , Switzerland"
6377,Sandoz,Priv,Holzkirchen,,Germany,"Holzkirchen, , Germany"
6378,Sandwatch Foundation,Ngo,Suva,,Fiji,"Suva, , Fiji"
6379,Sangmyung University,Acad,Seoul,,South Korea,"Seoul, , South Korea"
6380,Sanitary And Environmental Consulting Ltda,Ngo,Cali,,Colombia,"Cali, , Colombia"
6381,Sanjha Manch,Ngo,Bhilwara,,India,"Bhilwara, , India"
6382,Sanmat,Ngo,Patna,,India,"Patna, , India"
6383,Sanofi,Priv,Paris,,France,"Paris, , France"
6384,Sansom Mlup Prey,Ngo,Siem Reap,,Cambodia,"Siem Reap, , Cambodia"
6385,Santa Clara County,Subgov,San Jose,,United States,"San Jose, , United States"
6386,Santa Cruz De Barahona,Subgov,Santa Cruz De Barahona,,Dominican Republic,"Santa Cruz De Barahona, , Dominican Republic"
6387,Santa Fe Province,Subgov,Santa Fe De La Vera Cruz,,Argentina,"Santa Fe De La Vera Cruz, , Argentina"
6388,Santa Monica Seafood,Priv,Rancho Dominiguez,,United States,"Rancho Dominiguez, , United States"
6389,Santa Teresa Commune,Ngo,Santa Teresa,,Ecuador,"Santa Teresa, , Ecuador"
6390,Santander,Subgov,Santander,,Spain,"Santander, , Spain"
6391,Santander Bank,Priv,Boston,,United States,"Boston, , United States"
6392,Santiago Climate Exchange,Priv,Santiago,,Chile,"Santiago, , Chile"
6393,Santiago Free Trade Zone Corporation,Priv,Santo Domingo,,Dominican Republic,"Santo Domingo, , Dominican Republic"
6394,Santo Domingo,Subgov,Santo Domingo,,Peru,"Santo Domingo, , Peru"
6395,Santos,Subgov,Santos,,Brazil,"Santos, , Brazil"
6396,Sao Francisco Do Sul,Subgov,Sao Francisco Do Sul,,Brazil,"Sao Francisco Do Sul, , Brazil"
6397,Sao Paulo,Subgov,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
6398,São Paulo State,Subgov,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
6399,Sao Paulo State University,Acad,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
6400,São Tomé And Príncipe,Natgov,Sao Tome,,Sao Tomé And Principe,"Sao Tome, , Sao Tomé And Principe"
6401,Sao Vicente,Subgov,Sao Vicente,,Brazil,"Sao Vicente, , Brazil"
6402,Saoluafata Community,Ngo,Apia,,Samoa,"Apia, , Samoa"
6403,Sap,Priv,Walldorf,,Germany,"Walldorf, , Germany"
6404,Sapienza University,Acad,Rome,,Italy,"Rome, , Italy"
6405,Sarar Transformacion Sc,Priv,Tepoztlán,,Mexico,"Tepoztlán, , Mexico"
6406,Saraswati World School Hooghly,Acad,Tegharia,,India,"Tegharia, , India"
6407,Sartec Saras Tecnologie S.R.L,Priv,Assemini,,Italy,"Assemini, , Italy"
6408,Sarteneja Alliance For Conservation And Development,Ngo,Sareneja,,Belize,"Sareneja, , Belize"
6409,Sarteneja Fishermen Association,Ngo,Sateneja,,Belize,"Sateneja, , Belize"
6410,Sarteneja Tour Guide Association,Priv,Sarteneja,,Belize,"Sarteneja, , Belize"
6411,Sasakawa Peace Foundation,Ngo,Toyko,,Japan,"Toyko, , Japan"
6412,Sasol,Priv,Johannesburg,,South Africa,"Johannesburg, , South Africa"
6413,Satellite Applications Catapult,Ngo,Harwell,,United Kingdom,"Harwell, , United Kingdom"
6414,Sathguru Mngmt Consultants,Priv,Hyderabad,,India,"Hyderabad, , India"
6415,Satrix - Energia Renovável,Priv,Recife,,Brazil,"Recife, , Brazil"
6416,Saudi Arabia,Natgov,Riyadh,,Saudi Arabia,"Riyadh, , Saudi Arabia"
6417,Saunders And Co Lawyers,Priv,Christchurch,,New Zealand,"Christchurch, , New Zealand"
6418,Save Brazil,Ngo,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
6419,Save Matabeleland Coalition,Ngo,Bulawayo,,Zimbabwe,"Bulawayo, , Zimbabwe"
6420,Save The Children,Ngo,London,,United Kingdom,"London, , United Kingdom"
6421,Save The Great South Bay,Ngo,West Sayville,,United States,"West Sayville, , United States"
6422,Sazani Associates,Ngo,Carmarthen,,United Kingdom,"Carmarthen, , United Kingdom"
6423,Sb Consulting,Priv,Toulouse,,France,"Toulouse, , France"
6424,Sbn Bhd,Priv,Petaling Jaya,,Malaysia,"Petaling Jaya, , Malaysia"
6425,Sca,Priv,Sundsvall,,Sweden,"Sundsvall, , Sweden"
6426,Scaling Up Nutrition Movement,Ngo,Geneva,,Switzerland,"Geneva, , Switzerland"
6427,Scandinavian Physiological Society,Ngo,Uppsala,,Sweden,"Uppsala, , Sweden"
6428,Scandinavian Society For Plant Physiology,Ngo,Umea,,Sweden,"Umea, , Sweden"
6429,Scania,Priv,Södertälje,,Sweden,"Södertälje, , Sweden"
6430,Schmidt Marine Technology Partners,Ngo,San Francisco,,United States,"San Francisco, , United States"
6431,Schneider Electric,Priv,Rueil-Malmaison,,France,"Rueil-Malmaison, , France"
6432,School Model Of Sandy Bay,Acad,Roatan,,Honduras,"Roatan, , Honduras"
6433,School Of Environmental Trades,Acad,Bruz,,France,"Bruz, , France"
6434,Schools For Health In Europe,Ngo,Kolding,,Denmark,"Kolding, , Denmark"
6435,"Schools Without Borders, Inc.",Ngo,Philadelphia,,United States,"Philadelphia, , United States"
6436,Schwab Foundation For Social Entreprenuership,Ngo,Geneva,,Switzerland,"Geneva, , Switzerland"
6437,Sciaena,Ngo,Torres Vedras,,Portugal,"Torres Vedras, , Portugal"
